FECHA_CORTE;ANIO;COD_DPTO;NOM_DPTO;NOM_MUSEO;COD_MES;NOM_MES;COD_TIPO;NOM_TIPO;ADU_BOLESPPAGANTES;EST_BOLESPPAGANTES;NIN_BOLESPPAGANTES;MIL_BOLESPPAGANTES;ADM_BOLESPPAGANTES;ADU_PAGANTES;EST_PAGANTES;NIN_PAGANTES;TOTAL_PAGANTES;ADU_BOLESPNOPAGANTES;EST_BOLESPNOPAGANTES;NIN_BOLESPNOPAGANTES;MIL_BOLESPNOPAGANTES;ADM_BOLESPNOPAGANTES;ADU_NOPAGANTES;EST_NOPAGANTES;NIN_NOPAGANTES;TOTAL_NOPAGANTES;TOTAL;TIPO_cat_cod
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;01;Enero;0;Nacionales;0;0;0;0;0;224;162;101;487;0;0;0;0;0;0;0;0;0;487;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;01;Enero;1;Extranjeros;0;0;0;0;0;132;20;4;156;0;0;0;0;0;0;0;0;0;156;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;02;Febrero;0;Nacionales;0;0;0;0;0;155;101;54;310;0;0;0;0;0;0;0;0;0;310;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;02;Febrero;1;Extranjeros;0;0;0;0;0;78;44;0;122;0;0;0;0;0;0;0;0;0;122;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;03;Marzo;0;Nacionales;0;0;0;0;0;123;76;28;227;0;0;0;0;0;0;0;0;0;227;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;03;Marzo;1;Extranjeros;0;0;0;0;0;161;71;0;232;0;0;0;0;0;0;0;0;0;232;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;04;Abril;0;Nacionales;0;0;0;0;0;232;116;45;393;0;0;0;0;0;0;0;0;0;393;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;04;Abril;1;Extranjeros;0;0;0;0;0;152;43;3;198;0;0;0;0;0;0;0;0;0;198;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;05;Mayo;0;Nacionales;0;0;0;0;0;216;159;33;408;0;0;0;0;0;0;0;0;0;408;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;05;Mayo;1;Extranjeros;0;0;0;0;0;231;68;3;302;0;0;0;0;0;0;0;0;0;302;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;06;Junio;0;Nacionales;0;0;0;0;0;355;220;68;643;0;0;0;0;0;0;0;0;0;643;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;06;Junio;1;Extranjeros;0;0;0;0;0;255;46;8;309;0;0;0;0;0;0;0;0;0;309;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;07;Julio;0;Nacionales;0;0;0;0;0;605;302;215;1122;0;0;0;0;0;0;0;0;0;1122;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;07;Julio;1;Extranjeros;0;0;0;0;0;552;227;133;912;0;0;0;0;0;0;0;0;0;912;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;08;Agosto;0;Nacionales;0;0;0;0;0;981;546;415;1942;0;0;0;0;0;0;0;0;0;1942;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;08;Agosto;1;Extranjeros;0;0;0;0;0;531;166;25;722;0;0;0;0;0;0;0;0;0;722;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;09;Setiembre;0;Nacionales;0;0;0;0;0;331;269;412;1012;0;0;0;0;0;0;0;0;0;1012;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;09;Setiembre;1;Extranjeros;0;0;0;0;0;364;52;3;419;0;0;0;0;0;0;0;0;0;419;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;10;Octubre;0;Nacionales;0;0;0;0;0;349;384;377;1110;0;0;0;0;0;0;0;0;0;1110;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;10;Octubre;1;Extranjeros;0;0;0;0;0;273;65;0;338;0;0;0;0;0;0;0;0;0;338;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;11;Noviembre;0;Nacionales;0;0;0;0;0;413;406;953;1772;0;0;0;0;0;0;0;0;0;1772;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;11;Noviembre;1;Extranjeros;0;0;0;0;0;320;77;0;397;0;0;0;0;0;0;0;0;0;397;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;12;Diciembre;0;Nacionales;0;0;0;0;0;262;339;376;977;0;0;0;0;0;0;0;0;0;977;Sitio Arqueológico
20260505;2007;01;Amazonas;Zona Arqueológica Monumental Kuélap;12;Diciembre;1;Extranjeros;0;0;0;0;0;113;90;124;327;0;0;0;0;0;0;0;0;0;327;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;01;Enero;0;Nacionales;0;0;0;0;0;9;7;0;16;0;0;0;0;0;0;0;0;0;16;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;01;Enero;1;Extranjeros;0;0;0;0;0;22;0;0;22;0;0;0;0;0;0;0;0;0;22;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;02;Febrero;0;Nacionales;0;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;12;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;02;Febrero;1;Extranjeros;0;0;0;0;0;24;0;0;24;0;0;0;0;0;0;0;0;0;24;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;03;Marzo;0;Nacionales;0;0;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;11;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;03;Marzo;1;Extranjeros;0;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;12;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;04;Abril;0;Nacionales;0;0;0;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0;15;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;04;Abril;1;Extranjeros;0;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;8;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;05;Mayo;0;Nacionales;0;0;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;11;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;05;Mayo;1;Extranjeros;0;0;0;0;0;21;0;0;21;0;0;0;0;0;0;0;0;0;21;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;06;Junio;0;Nacionales;0;0;0;0;0;16;0;0;16;0;0;0;0;0;0;0;0;0;16;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;06;Junio;1;Extranjeros;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;5;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;07;Julio;0;Nacionales;0;0;0;0;0;13;0;0;13;0;0;0;0;0;0;0;0;0;13;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;07;Julio;1;Extranjeros;0;0;0;0;0;23;0;0;23;0;0;0;0;0;0;0;0;0;23;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;08;Agosto;0;Nacionales;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;4;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;08;Agosto;1;Extranjeros;0;0;0;0;0;17;0;0;17;0;0;0;0;0;0;0;0;0;17;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;09;Setiembre;0;Nacionales;0;0;0;0;0;6;10;0;16;0;0;0;0;0;0;0;0;0;16;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;09;Setiembre;1;Extranjeros;0;0;0;0;0;17;0;0;17;0;0;0;0;0;0;0;0;0;17;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;10;Octubre;0;Nacionales;0;0;0;0;0;10;0;0;10;0;0;0;0;0;0;0;0;0;10;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;10;Octubre;1;Extranjeros;0;0;0;0;0;16;0;0;16;0;0;0;0;0;0;0;0;0;16;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;11;Noviembre;0;Nacionales;0;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;8;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;11;Noviembre;1;Extranjeros;0;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;8;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;12;Diciembre;0;Nacionales;0;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;12;Sitio Arqueológico
20260505;2007;21;Puno;Monumento Arqueológico de Cutimbo;12;Diciembre;1;Extranjeros;0;0;0;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0;15;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;01;Enero;0;Nacionales;0;0;0;0;0;303;29;0;332;0;0;0;0;0;0;0;0;0;332;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;01;Enero;1;Extranjeros;0;0;0;0;0;2620;0;0;2620;0;0;0;0;0;0;0;0;0;2620;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;02;Febrero;0;Nacionales;0;0;0;0;0;507;108;0;615;0;0;0;0;0;0;0;0;0;615;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;02;Febrero;1;Extranjeros;0;0;0;0;0;3168;0;0;3168;0;0;0;0;0;0;0;0;0;3168;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;03;Marzo;0;Nacionales;0;0;0;0;0;372;95;0;467;0;0;0;0;0;0;0;0;0;467;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;03;Marzo;1;Extranjeros;0;0;0;0;0;3264;0;0;3264;0;0;0;0;0;0;0;0;0;3264;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;04;Abril;0;Nacionales;0;0;0;0;0;552;119;0;671;0;0;0;0;0;0;0;0;0;671;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;04;Abril;1;Extranjeros;0;0;0;0;0;3474;0;0;3474;0;0;0;0;0;0;0;0;0;3474;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;05;Mayo;0;Nacionales;0;0;0;0;0;365;114;0;479;0;0;0;0;0;0;0;0;0;479;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;05;Mayo;1;Extranjeros;0;0;0;0;0;4248;0;0;4248;0;0;0;0;0;0;0;0;0;4248;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;06;Junio;0;Nacionales;0;0;0;0;0;308;535;0;843;0;0;0;0;0;0;0;0;0;843;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;06;Junio;1;Extranjeros;0;0;0;0;0;3154;0;0;3154;0;0;0;0;0;0;0;0;0;3154;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;07;Julio;0;Nacionales;0;0;0;0;0;314;195;0;509;0;0;0;0;0;0;0;0;0;509;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;07;Julio;1;Extranjeros;0;0;0;0;0;4727;0;0;4727;0;0;0;0;0;0;0;0;0;4727;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;08;Agosto;0;Nacionales;0;0;0;0;0;448;702;0;1150;0;0;0;0;0;0;0;0;0;1150;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;08;Agosto;1;Extranjeros;0;0;0;0;0;7821;0;0;7821;0;0;0;0;0;0;0;0;0;7821;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;09;Setiembre;0;Nacionales;0;0;0;0;0;329;1116;0;1445;0;0;0;0;0;0;0;0;0;1445;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;09;Setiembre;1;Extranjeros;0;0;0;0;0;5525;0;0;5525;0;0;0;0;0;0;0;0;0;5525;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;10;Octubre;0;Nacionales;0;0;0;0;0;263;2161;0;2424;0;0;0;0;0;0;0;0;0;2424;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;10;Octubre;1;Extranjeros;0;0;0;0;0;5884;0;0;5884;0;0;0;0;0;0;0;0;0;5884;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;11;Noviembre;0;Nacionales;0;0;0;0;0;311;3399;0;3710;0;0;0;0;0;0;0;0;0;3710;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;11;Noviembre;1;Extranjeros;0;0;0;0;0;5255;0;0;5255;0;0;0;0;0;0;0;0;0;5255;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;12;Diciembre;0;Nacionales;0;0;0;0;0;61;159;0;220;0;0;0;0;0;0;0;0;0;220;Sitio Arqueológico
20260505;2007;21;Puno;Sitio Arqueológico de Sillustani;12;Diciembre;1;Extranjeros;0;0;0;0;0;549;0;0;549;0;0;0;0;0;0;0;0;0;549;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;01;Enero;0;Nacionales;0;0;0;0;0;465;252;171;888;0;0;0;0;0;0;0;0;0;888;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;01;Enero;1;Extranjeros;0;0;0;0;0;257;79;3;339;0;0;0;0;0;0;0;0;0;339;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;02;Febrero;0;Nacionales;0;0;0;0;0;268;171;105;544;0;0;0;0;0;0;0;0;0;544;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;02;Febrero;1;Extranjeros;0;0;0;0;0;150;64;6;220;0;0;0;0;0;0;0;0;0;220;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;03;Marzo;0;Nacionales;0;0;0;0;0;257;103;77;437;0;0;0;0;0;0;0;0;0;437;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;03;Marzo;1;Extranjeros;0;0;0;0;0;187;102;0;289;0;0;0;0;0;0;0;0;0;289;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;04;Abril;0;Nacionales;0;0;0;0;0;64;41;19;124;0;0;0;0;0;0;0;0;0;124;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;04;Abril;1;Extranjeros;0;0;0;0;0;120;25;4;149;0;0;0;0;0;0;0;0;0;149;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;05;Mayo;0;Nacionales;0;0;0;0;0;337;226;32;595;0;0;0;0;0;0;0;0;0;595;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;05;Mayo;1;Extranjeros;0;0;0;0;0;324;145;5;474;0;0;0;0;0;0;0;0;0;474;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;06;Junio;0;Nacionales;0;0;0;0;0;238;246;75;559;0;0;0;0;0;0;0;0;0;559;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;06;Junio;1;Extranjeros;0;0;0;0;0;264;63;4;331;0;0;0;0;0;0;0;0;0;331;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;07;Julio;0;Nacionales;0;0;0;0;0;622;481;137;1240;0;0;0;0;0;0;0;0;0;1240;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;07;Julio;1;Extranjeros;0;0;0;0;0;433;172;130;735;0;0;0;0;0;0;0;0;0;735;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;08;Agosto;0;Nacionales;0;0;0;0;0;1348;818;631;2797;0;0;0;0;0;0;0;0;0;2797;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;08;Agosto;1;Extranjeros;0;0;0;0;0;552;179;25;756;0;0;0;0;0;0;0;0;0;756;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;09;Setiembre;0;Nacionales;0;0;0;0;0;308;281;257;846;0;0;0;0;0;0;0;0;0;846;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;09;Setiembre;1;Extranjeros;0;0;0;0;0;263;97;1;361;0;0;0;0;0;0;0;0;0;361;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;10;Octubre;0;Nacionales;0;0;0;0;0;422;420;468;1310;0;0;0;0;0;0;0;0;0;1310;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;10;Octubre;1;Extranjeros;0;0;0;0;0;424;112;10;546;0;0;0;0;0;0;0;0;0;546;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;11;Noviembre;0;Nacionales;0;0;0;0;0;322;475;1278;2075;0;0;0;0;0;0;0;0;0;2075;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;11;Noviembre;1;Extranjeros;0;0;0;0;0;211;97;2;310;0;0;0;0;0;0;0;0;0;310;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;12;Diciembre;0;Nacionales;0;0;0;0;0;494;371;344;1209;0;0;0;0;0;0;0;0;0;1209;Sitio Arqueológico
20260505;2008;01;Amazonas;Zona Arqueológica Monumental Kuélap;12;Diciembre;1;Extranjeros;0;0;0;0;0;255;89;1;345;0;0;0;0;0;0;0;0;0;345;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;01;Enero;0;Nacionales;0;0;0;0;0;6985;2070;0;9055;0;0;0;0;0;2299;0;0;2299;11354;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;01;Enero;1;Extranjeros;0;0;0;0;0;54;0;0;54;0;0;0;0;0;0;0;0;0;54;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;02;Febrero;0;Nacionales;0;0;0;0;0;4426;1232;0;5658;0;0;0;0;0;1543;0;0;1543;7201;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;02;Febrero;1;Extranjeros;0;0;0;0;0;17;0;0;17;0;0;0;0;0;0;0;0;0;17;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;03;Marzo;0;Nacionales;0;0;0;0;0;4450;1078;0;5528;0;0;0;0;0;1359;0;0;1359;6887;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;03;Marzo;1;Extranjeros;0;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;0;9;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;04;Abril;0;Nacionales;0;0;0;0;0;4002;752;0;4754;0;0;0;0;0;1441;0;0;1441;6195;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;04;Abril;1;Extranjeros;0;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;12;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;05;Mayo;0;Nacionales;0;0;0;0;0;6008;1961;0;7969;0;0;0;0;0;1044;0;0;1044;9013;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;05;Mayo;1;Extranjeros;0;0;0;0;0;17;0;0;17;0;0;0;0;0;0;0;0;0;17;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;06;Junio;0;Nacionales;0;0;0;0;0;5154;1050;0;6204;0;0;0;0;0;1580;0;0;1580;7784;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;06;Junio;1;Extranjeros;0;0;0;0;0;24;0;0;24;0;0;0;0;0;0;0;0;0;24;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;07;Julio;0;Nacionales;0;0;0;0;0;8229;3471;0;11700;0;0;0;0;0;2715;0;0;2715;14415;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;07;Julio;1;Extranjeros;0;0;0;0;0;52;0;0;52;0;0;0;0;0;0;0;0;0;52;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;08;Agosto;0;Nacionales;0;0;0;0;0;9213;4971;0;14184;0;0;0;0;0;4523;0;0;4523;18707;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;08;Agosto;1;Extranjeros;0;0;0;0;0;38;0;0;38;0;0;0;0;0;0;0;0;0;38;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;09;Setiembre;0;Nacionales;0;0;0;0;0;6402;3842;0;10244;0;0;0;0;0;5234;0;0;5234;15478;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;09;Setiembre;1;Extranjeros;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;3;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;10;Octubre;0;Nacionales;0;0;0;0;0;6325;10187;0;16512;0;0;0;0;0;9428;0;0;9428;25940;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;10;Octubre;1;Extranjeros;0;0;0;0;0;23;0;0;23;0;0;0;0;0;0;0;0;0;23;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;11;Noviembre;0;Nacionales;0;0;0;0;0;5329;6561;0;11890;0;0;0;0;0;18206;0;0;18206;30096;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;11;Noviembre;1;Extranjeros;0;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;7;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;12;Diciembre;0;Nacionales;0;0;0;0;0;4633;1624;0;6257;0;0;0;0;0;2244;1689;0;3933;10190;Sitio Arqueológico
20260505;2008;08;Cusco;Parque Arqueológico Machu Picchu;12;Diciembre;1;Extranjeros;0;0;0;0;0;58;0;0;58;0;0;0;0;0;0;0;0;0;58;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;01;Enero;0;Nacionales;0;0;0;0;0;8;2;1;11;0;0;0;0;0;0;0;0;0;11;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;01;Enero;1;Extranjeros;0;0;0;0;0;4000;717;0;4717;0;0;0;0;0;0;0;0;0;4717;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;02;Febrero;0;Nacionales;0;0;0;0;0;200;25;25;250;0;0;0;0;0;0;0;0;0;250;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;02;Febrero;1;Extranjeros;0;0;0;0;0;2905;150;150;3205;0;0;0;0;0;0;0;0;0;3205;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;03;Marzo;0;Nacionales;0;0;0;0;0;200;0;0;200;0;0;0;0;0;0;0;0;0;200;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;03;Marzo;1;Extranjeros;0;0;0;0;0;3586;0;0;3586;0;0;0;0;0;0;0;0;0;3586;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;04;Abril;0;Nacionales;0;0;0;0;0;50;0;0;50;0;0;0;0;0;0;0;0;0;50;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;04;Abril;1;Extranjeros;0;0;0;0;0;3044;0;0;3044;0;0;0;0;0;0;0;0;0;3044;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;05;Mayo;0;Nacionales;0;0;0;0;0;40;0;0;40;0;0;0;0;0;0;0;0;0;40;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;05;Mayo;1;Extranjeros;0;0;0;0;0;2300;91;0;2391;0;0;0;0;0;0;0;0;0;2391;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;06;Junio;0;Nacionales;0;0;0;0;0;60;0;0;60;0;0;0;0;0;0;0;0;0;60;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;06;Junio;1;Extranjeros;0;0;0;0;0;3400;48;0;3448;0;0;0;0;0;0;0;0;0;3448;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;07;Julio;0;Nacionales;0;0;0;0;0;175;25;100;300;0;0;0;0;0;0;0;0;0;300;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;07;Julio;1;Extranjeros;0;0;0;0;0;4945;11;355;5311;0;0;0;0;0;0;0;0;0;5311;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;08;Agosto;0;Nacionales;0;0;0;0;0;60;5;14;79;0;0;0;0;0;0;0;0;0;79;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;08;Agosto;1;Extranjeros;0;0;0;0;0;4850;25;234;5109;0;0;0;0;0;0;0;0;0;5109;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;09;Setiembre;0;Nacionales;0;0;0;0;0;60;0;0;60;0;0;0;0;0;0;0;0;0;60;Sitio Arqueológico
20260505;2008;11;Ica;Reserva Arqueológica Líneas y Geoglifos de Nazca;09;Setiembre;1;Extranjeros;0;0;0;0;0;4266;0;0;4266;0;0;0;0;0;0;0;0;0;4266;Sitio Arqueológico
